Policy ID,Lapse
PID_723WPIR,0.255975931882858
PID_E05BF6O,0.122379280626774
PID_LJYXUFF,0.136537626385689
PID_TU37QCG,0.00116414960939437
PID_VA244YE,0.000262136571109295
PID_G55RZRA,0.212841108441353
PID_DTEGGWH,0.226236402988434
PID_CBKRFEU,0.142111897468567
PID_YZRYG67,0.00059810874518007
PID_7RNPY9F,0.144760891795158
PID_590186H,0.000491955550387502
PID_GFXRHW2,0.00297509203664959
PID_D88JBQA,0.280110687017441
PID_X3XH0ZA,0.110940217971802
PID_VDCW79S,0.0961756631731987
PID_R13GW14,0.238077387213707
PID_GG7CO9T,0.0980540439486504
PID_VEGETGP,0.247596755623817
PID_FF6DBHD,0.18502102792263
PID_K5TT3O5,0.124197483062744
PID_7BN8ALJ,0.000505643314681947
PID_781HX4Q,0.000408147985581309
PID_VCXSGF0,0.195134311914444
PID_WS27GNU,0.000469759455882013
PID_STX9L27,0.000564801739528775
PID_HO1Y2NJ,0.172766372561455
PID_0HXX5KW,0.182747259736061
PID_XKRAUZC,0.00502259377390146
PID_DHLX37E,0.245922744274139
PID_FJSLQ6W,0.000445230951299891
PID_WSGM4P6,0.268987506628037
PID_ZCZW28S,0.134171694517136
PID_F5TABO9,0.00743039138615131
PID_IPBDVUD,0.247152239084244
PID_FRM9QJL,0.111048489809036
PID_Y34JR1M,0.000638003984931856
PID_GMJSKZ3,0.147591024637222
PID_GU6O83P,0.000406499253585935
PID_18A5P1Y,0.000559298961888999
PID_PC2WV6R,0.139780953526497
PID_5W6E47V,0.0920215845108032
PID_YDODZRN,0.156347379088402
PID_C7GJCAE,0.000494321167934686
PID_1FPKPB1,0.108833633363247
PID_TLVYNZZ,0.107376679778099
PID_AQZ6IZ2,0.122043125331402
PID_V8MWOBR,0.000502596551086754
PID_KXV9DX1,0.107423827052116
PID_B1UV558,0.000666508218273521
PID_FJJ719Y,0.169230908155441
PID_8JL8KNC,0.0604627653956413
PID_HW6IRFT,0.184636801481247
PID_78QGJNN,0.000457390502560884
PID_PMPUN3Z,0.134903743863106
PID_XPLW177,0.105940490961075
PID_T34JRAI,0.00051496276864782
PID_4UON3Q9,0.103608936071396
PID_PGV514S,0.178986385464668
PID_QVIEPVB,0.19263468682766
PID_9Q5BCL3,0.252862304449081
PID_IBKC5CM,0.000487423443701118
PID_P03FBCL,0.00154686579480767
PID_6WU2P8X,0.147516593337059
PID_9MRA6QP,0.15863710641861
PID_HNYVZQC,0.000520464964210987
PID_8WOR273,0.169172435998917
PID_3MPJU73,0.000431809050496668
PID_YMNSJX6,0.195160150527954
PID_IDLEPT3,0.000456221547210589
PID_H1PRSH0,0.00064066523918882
PID_T0ICCW3,0.000515984720550478
PID_GUL7A6S,0.179433345794678
PID_RGTLQNX,0.000743692566175014
PID_DXUFC89,0.112084724009037
PID_VVHPH3J,0.172302946448326
PID_QMS6A5C,0.157407864928246
PID_6JA6757,0.000507074350025505
PID_RZT56WM,0.000437191833043471
PID_IV4VB3G,0.141649663448334
PID_WRUW2ZM,0.10616996884346
PID_FNVQ8XQ,0.000436138099757955
PID_9D3YC1L,0.168582633137703
PID_7DD1CKX,0.0866530314087868
PID_QPX8USD,0.000454779539722949
PID_AAR01QI,0.0874373242259026
PID_OTZ1LDS,0.143477320671082
PID_Y492CMU,0.262002736330032
PID_E3FU3T1,0.000647112319711596
PID_WFQ6QEE,0.000477681518532336
PID_JDNR1QL,0.27355694770813
PID_TZDYTQO,0.283370494842529
PID_6A2THRH,0.066312350332737
PID_ZSXH6OZ,0.0789563953876495
PID_FCEAADT,0.167351052165031
PID_QL1TQHL,0.000239328583120368
PID_XN5PH1F,0.0609502121806145
PID_RGCQUJK,0.000502028909977526
PID_ND9ZPR0,0.188254505395889
PID_DNBZNI1,0.0880927070975304
PID_P21UQ4T,0.000461421965155751
PID_LZGREJK,0.000799999397713691
PID_BO99D36,0.000516795902512968
PID_EGYXD3C,0.208211064338684
PID_CX1YOQS,0.000538811320438981
PID_KD3NJ8D,0.00867174286395311
PID_3XTCBV4,0.000483743468066678
PID_MW0NU5U,0.132290780544281
PID_U1TDXKI,0.128536641597748
PID_XF8EGO5,0.0193405952304602
PID_MMYR3TJ,0.132349640130997
PID_L5OUJJR,0.11130054295063
PID_UI4FAM0,0.0794433429837227
PID_D4XSYCW,0.000647112319711596
PID_0NPZHAP,0.000487158686155453
PID_WEG70YZ,0.158176094293594
PID_AKXVJE5,0.0129345953464508
PID_ORZT16O,0.000235818806686439
PID_AMR7I9C,0.00740304542705417
PID_5V6KQOS,0.10581324249506
PID_F7O6VK5,0.00148950819857419
PID_MNWS6ZB,0.000544710434041917
PID_N5OW4EW,0.159290760755539
PID_DN64OL7,0.0904970541596413
PID_F3ATTJ4,0.000565245281904936
PID_7JYQVIC,0.000547981238923967
PID_D5EW1DU,0.000504138879477978
PID_OY9R5HM,0.132078215479851
PID_O5MXG74,0.127496227622032
PID_7YRD92L,0.00051975401584059
PID_ACIJNVT,0.13093239068985
PID_QGL4KLP,0.000560593442060053
PID_FNQ3VPV,0.25220587849617
PID_FTJBQV7,0.178138107061386
PID_DM9K9XN,0.140832275152206
PID_IAMKSXI,0.0109444689005613
PID_WI9N920,0.122637674212456
PID_XS48R5J,0.000501019065268338
PID_SW56CWT,0.170487836003304
PID_X8ERBKO,0.054755412042141
PID_HO0X9QZ,0.182505592703819
PID_Q5MTIAD,0.000529910146724433
PID_MGOYXQJ,0.000450292631285265
PID_5NJ3REB,0.000495752785354853
PID_9L19GMY,0.166553184390068
PID_DYNSLXN,0.0996075347065926
PID_JFTUIYQ,0.199447125196457
PID_HK9B5NM,0.145888432860374
PID_A08AW84,0.245495989918709
PID_G2TTJEZ,0.000480380782391876
PID_FEKRE3N,0.0004698344564531
PID_0KXO2KW,0.00523089058697224
PID_NKP98TI,0.205954790115356
PID_Z0TH8XH,0.116276353597641
PID_LB34J5A,0.000578096660319716
PID_8HF7RSY,0.145433530211449
PID_IR36ONJ,0.000633147777989507
PID_NTEI419,0.10528451949358
PID_P8U3DBJ,0.000489153724629432
PID_C4PR1SB,0.000600551546085626
PID_2MH9J0F,0.153145998716354
PID_EDR9TBU,0.000527881260495633
PID_2F89FOA,0.191330403089523
PID_K3UHDFK,0.155304059386253
PID_NEIJYAZ,0.0753789320588112
PID_C660FJS,0.000561920925974846
PID_FOUZEP5,0.102229237556458
PID_NOGT49Z,0.0066296374425292
PID_GWQHLQG,0.119380638003349
PID_AQRM3J8,0.117062173783779
PID_LFFP8D3,0.000568562070839107
PID_HSJREVF,0.110061727464199
PID_FSWLWYT,0.165809094905853
PID_2EJ1F5A,0.00141109200194478
PID_8ZS31LJ,0.144111186265945
PID_W334VU7,0.000445230951299891
PID_0OQHD8K,0.000414643262047321
PID_JEZ6HZS,0.124545283615589
PID_PO0QRKW,0.359252840280533
PID_XSISE2R,0.00154814845882356
PID_74DSTNM,0.0925245136022568
PID_X4FH2B5,0.111711457371712
PID_FA5D077,0.000540594046469778
PID_I3NV7D1,0.000512097030878067
PID_EKCDBHZ,0.000413794507039711
PID_FCJF2KT,0.0931937769055367
PID_CZP6N1G,0.000562326516956091
PID_Q86VHC9,0.00130708480719477
PID_68556DV,0.000437681010225788
PID_GZ2KLA2,0.0819247364997864
PID_A8R23DL,0.000823732581920922
PID_FQRPGBP,0.140287235379219
PID_DUDD5TQ,0.148652821779251
PID_3OQGROI,0.000491955550387502
PID_EI3DW75,0.137731179594994
PID_31PP41Q,0.178706482052803
PID_XRA0T1E,0.110012292861938
PID_JC5H9K6,0.151351124048233
PID_HD1M174,0.000562335946597159
PID_FT5QEO9,0.158447533845902
PID_QKDD718,0.107643105089664
PID_UAOITD4,0.000458187336334959
PID_4W4E3JL,0.144624799489975
PID_SO68HAU,0.119130671024323
PID_MFMDV4M,0.0925678610801697
PID_62897SC,0.147601664066315
PID_GXVF14V,0.0102202007547021
PID_QPI18ZA,0.106243662536144
PID_LDPSQVF,0.118804633617401
PID_L0UJRNJ,0.000683672726154327
PID_N3XMDJA,0.101311385631561
PID_Q62805M,0.000473865162348375
PID_FFH02H5,0.26300185918808
PID_SSU5QL7,0.000239328583120368
PID_VN92S7N,0.230516761541367
PID_MOFSKRC,0.000498967536259443
PID_HZXG8AH,0.2608602643013
PID_AD5HH7P,0.000892841839231551
PID_U267UZ6,0.00056268204934895
PID_6P9OGAX,0.000576874532271177
PID_M3OBNMK,0.000481787254102528
PID_FKQNRIS,0.198150217533112
PID_1GM8A43,0.00060210790252313
PID_PQFXUDK,0.000403111713239923
PID_NHHQ91S,0.248461976647377
PID_GFKCX5E,0.000307040027109906
PID_PNUDB49,0.187874391674995
PID_0Q27X2P,0.00058074836852029
PID_J4BXK6U,0.000414643262047321
PID_U0UF5DW,0.00827289652079344
PID_KYFWFK9,0.243957236409187
PID_XDQVF6M,0.136644199490547
PID_A1KYTW5,0.000457469403045252
PID_OIUZLRB,0.0931864455342293
PID_1WTWQ9Q,0.00179591658525169
PID_4KPNG99,0.170588508248329
PID_X9ATY1Z,0.000438129325630143
PID_WDUA8KP,0.143817514181137
PID_M5A7GS0,0.152120232582092
PID_IY0K6Q0,0.000498537556268275
PID_O0RMHB2,0.000778160523623228
PID_1E2ZRWD,0.000281484448350966
PID_WVN3AVO,0.000453233456937596
PID_270GC4F,0.000434034736827016
PID_EN33NUQ,0.126878976821899
PID_E5VVSUI,0.206633999943733
PID_IH6Q6BT,0.000465757970232517
PID_KLO8Q5C,0.000491955550387502
PID_O6N7TKN,0.000504138879477978
PID_A8KTV48,0.000326278008287773
PID_F4LLLUU,0.156945124268532
PID_6PFFYHJ,0.173336178064346
PID_C8DVMWW,0.000434034736827016
PID_7Y7NNYL,0.15610434114933
PID_80UKTWH,0.205571308732033
PID_Q6067EM,0.000491955550387502
PID_TMOE1IF,0.000451663770945743
PID_BZKUK94,0.11751127243042
PID_XHYO0XJ,0.00751913757994771
PID_HWAH27Y,0.105932347476482
PID_PJXOC2Z,0.000474720989586785
PID_1HMZU3Y,0.0327403843402863
PID_FYZJ9OE,0.0330177210271359
PID_XG1VO4K,0.00804053992033005
PID_LA8ZBTW,0.176110967993736
PID_YKXH49O,0.175215691328049
PID_NABK9NN,0.099994421005249
PID_9UBMN8Q,0.000562335946597159
PID_R792VPD,0.000435268797446042
PID_I9U7FMH,0.143477320671082
PID_KHVSY13,0.141487509012222
PID_ISLBC43,0.157631859183311
PID_XP51M17,0.000471193692646921
PID_EX4VCV8,0.295748978853226
PID_YS40S7Q,0.0206996537744999
PID_33N3BZT,0.0930610820651054
PID_CNG09C5,0.17268368601799
PID_Y9XCSLI,0.00644840858876705
PID_T3H2VON,0.00023348732793238
PID_MQRMCCI,0.121785126626492
PID_MJZTQWS,0.179773673415184
PID_R2ZBIJI,0.000447690603323281
PID_YQ8ICXW,0.000492999795824289
PID_679156Y,0.000628113513812423
PID_R8HVAU8,0.000430793996201828
PID_JT9T77V,0.000590571376960725
PID_BMSPTX3,0.135952696204185
PID_EAQF2NR,0.205137893557549
PID_JOY03RT,0.000461421965155751
PID_7C8AMY8,0.188768163323402
PID_OOP7XA9,0.000458130962215364
PID_VS1ZUCB,0.0045699211768806
PID_0E5JB6U,0.0761008188128471
PID_1WMBUKQ,0.00059837382286787
PID_M8LOGYU,0.000535175204277039
PID_464SRKC,0.000812008685898036
PID_UKWCMOV,0.18502102792263
PID_RDTY0W8,0.120293147861958
PID_1HAMNHD,0.268593609333038
PID_VG8O0CM,0.000748277176171541
PID_KFB58LW,0.159042432904243
PID_JLDR9ZU,0.151060149073601
PID_RFHEO2F,0.0432768799364567
PID_1N7GEC0,0.257854849100113
PID_L3V4J65,0.236720725893974
PID_9O55AZD,0.000514912651851773
PID_ZK9QZIL,0.157997474074364
PID_YJ99E1T,0.153631836175919
PID_F7Y8D32,0.125643998384476
PID_WTEQEG5,0.000465026416350156
PID_ESUVRO1,0.00167157442774624
PID_LGYZCH8,0.000562021683435887
PID_Q3ZINJE,0.000628924230113626
PID_ZSFTC2P,0.000394739676266909
PID_X60P6Q6,0.157866761088371
PID_XIQUK4X,0.0143027454614639
PID_4V5B9R7,0.000702866702340543
PID_23ILFY2,0.000602612795773894
PID_SQ83MQQ,0.100971341133118
PID_OVC4FEL,0.000546403811313212
PID_CYINRTT,0.173830300569534
PID_TA4CU2N,0.185420572757721
PID_KWZ6TZR,0.00048956397222355
PID_3640NS4,0.146305158734322
PID_W42P7N3,0.000572981662116945
PID_56RIUX2,0.160433679819107
PID_M4F6PK1,0.190278321504593
PID_4ZBQ9XX,0.392083674669266
PID_ZICKU2D,0.000553669524379075
PID_ZXSRHHG,0.230863854289055
PID_RGGVAWT,0.0742495432496071
PID_0N8UNAV,0.129550993442535
PID_XDJ437R,0.129456400871277
PID_1PHSFGJ,0.0677041560411453
PID_EDN6GJ8,0.000437681010225788
PID_5RZRUXF,0.186921760439873
PID_PLPINJI,0.000785497890319675
PID_6RA5A2G,0.114520348608494
PID_2YTUBBB,0.121581017971039
PID_5Q2DEL2,0.000742251402698457
PID_RITVWHF,0.234915837645531
PID_NFBA08D,0.149521350860596
PID_IFHVIPR,0.000573341094423086
PID_1BPB717,0.18811409175396
PID_YFT5OTG,0.323293000459671
PID_NW20V8O,0.000469006045022979
PID_HG7F7DX,0.217414453625679
PID_UK8PCZA,0.000583319051656872
PID_6G4M5HJ,0.000823732581920922
PID_EU4QE22,0.133081868290901
PID_Q1TQG8S,0.000469537655590102
PID_ZJFGUE6,0.161283582448959
PID_R42UGA6,0.00051975401584059
PID_949D3YX,0.143477320671082
PID_RKC12BX,0.184621170163155
PID_9824XQJ,0.1617261916399
PID_7O8K9GH,0.000421565026044846
PID_509SKOE,0.000212113969610073
PID_5UJ3Y9Y,0.0921881571412086
PID_88QYWSS,0.000766404205933213
PID_PFB9LVZ,0.21018622815609
PID_81ASIQS,0.000270136137260124
PID_Q66DXUS,0.00056268204934895
PID_NXCMOCO,0.000502028909977526
PID_BHT0E86,0.00060707499505952
PID_X5NJKGZ,0.0973260551691055
PID_YGTH491,0.000527837022673339
PID_75U0WZG,0.000459104339824989
PID_NLEK084,0.000494669482577592
PID_MQGZ6ND,0.106650151312351
PID_KT8N1S6,0.000483679817989469
PID_U3ON4HL,0.00658468576148152
PID_MLZNLUX,0.0955833494663239
PID_JSUA5NK,0.163856446743011
PID_PG80FAD,0.224535390734673
PID_78VI8Y4,0.19140787422657
PID_RBLTY7H,0.181896209716797
PID_KQI1KXP,0.130071356892586
PID_GI0O8LS,0.000454639346571639
PID_1G3P10J,0.000445889279944822
PID_HW49AIW,0.000504050694871694
PID_K0AWPF4,0.123817197978497
PID_UCOMTOP,0.129385828971863
PID_H3PK7N3,0.000490224279928953
PID_V60LS3K,0.00173099071253091
PID_ZD62TA9,0.00061765790451318
PID_3N6VFQ6,0.024022851139307
PID_J2UUZ50,0.1706263422966
PID_VVKJ9UJ,0.00128425192087889
PID_0QZ6E4P,0.107943043112755
PID_77QWYDE,0.140378266572952
PID_57H6E4A,0.172240376472473
PID_TSX1Y4N,0.188857227563858
PID_4C71IV1,0.111843660473824
PID_P912977,0.112297430634499
PID_JLHD2L5,0.00228443392552435
PID_ABJ548W,0.000494669482577592
PID_2NIJUL8,0.00146859581582248
PID_DKTR0QP,0.149469330906868
PID_46NHKRP,0.234774276614189
PID_SRRI8U9,0.000729563122149557
PID_X5MFHTP,0.122206069529057
PID_6GEU01B,0.0749870613217354
PID_UUSTH0R,0.175976291298866
PID_E5RRV13,0.0692893341183662
PID_DR7TJ3K,0.161888837814331
PID_SN7KAI4,0.15017181634903
PID_KYMMBOJ,0.000477681518532336
PID_9U678VR,0.000823990849312395
PID_QLLSXT2,0.000460028240922838
PID_F4RMM61,0.168834701180458
PID_5X8MOQ7,0.000467578880488873
PID_HR56KHW,0.157808542251587
PID_DG8MRRY,0.000551424105651677
PID_H4HKR3C,0.188353970646858
PID_U7MAUSR,0.112983144819736
PID_CSF6Z4Q,0.148797065019608
PID_MKFXMMJ,0.197680577635765
PID_PW35HW9,0.000688602158334106
PID_JZI7EJU,0.000451271305792034
PID_8VY6FK4,0.249521926045418
PID_R7DG9XH,0.000503524614032358
PID_FAMSDM1,0.11126671731472
PID_CRI3E7X,0.120107971131802
PID_T2ODLKC,0.000583319051656872
PID_GVNHZL5,0.359252840280533
PID_BJ2Y43Y,0.126039072871208
PID_OEDVURK,0.000465458579128608
PID_5WLV7EN,0.000778160523623228
PID_PBQHVYX,0.122097097337246
PID_KGSCZ62,0.000506064738146961
PID_Z96F5WS,0.000595958903431892
PID_TMY4MKI,0.000584582798182964
PID_8LM4NUK,0.239341408014298
PID_XTPYU6D,0.000639795092865825
PID_YW900TY,0.000277268060017377
PID_FNHOWL8,0.198279917240143
PID_0JI8OT8,0.206702515482903
PID_5M9HUQQ,0.161418795585632
PID_643XQYG,0.181261152029037
PID_CNFXHUM,0.000698376388754696
PID_7TOI4W8,0.000623763015028089
PID_5BJDHPN,0.102357394993305
PID_BVQIKUY,0.00048432414769195
PID_6BFOE8A,0.146305158734322
PID_1GJOQVX,0.000381294841645286
PID_SW51TF9,0.244249433279038
PID_Y7CH7GY,0.000231992569752038
PID_7T9OSWP,0.0927946418523788
PID_V7X4URI,0.000476137676741928
PID_B7RTLOW,0.207137033343315
PID_DQ0AOO0,0.000452498730737716
PID_LP3FXFI,0.426798909902573
PID_PQ7C2JX,0.201005354523659
PID_OWTU2QB,0.128297209739685
PID_SQQOQJN,0.000458292372059077
PID_MFOXXUZ,0.000526909541804344
PID_QO1ANC5,0.0825865268707275
PID_V8WN825,0.00049288896843791
PID_RVOE3SV,0.15343151986599
PID_VTAJ52I,0.180134743452072
PID_8EAOOW0,0.23410864174366
PID_CQ0420L,0.000651560956612229
PID_V8833HI,0.000425959675339982
PID_COA22VD,0.195484802126884
PID_GF2VJSW,0.121997520327568
PID_FNI5W0S,0.0298184584826231
PID_6J107U3,0.000506974349264056
PID_OU3EGNY,0.000918763340450823
PID_8Z7PTD0,0.0709670186042786
PID_3I1PDBX,0.000622099207248539
PID_CORRUA3,0.000595487363170832
PID_72DS92M,0.000555063423234969
PID_WX2OL14,0.000439583469415084
PID_QCNPRFK,0.160044997930527
PID_Z17QSKU,0.127737790346146
PID_0G3L725,0.000764659140259028
PID_RMAOO47,0.000438129325630143
PID_7YDR4IN,0.199420571327209
PID_2062J3A,0.14464907348156
PID_5F5LXPR,0.295748978853226
PID_RZF2139,0.106976196169853
PID_FJCXLDZ,0.134667471051216
PID_9LB0DR0,0.15789894759655
PID_I21LMJO,0.000540594046469778
PID_CLTG485,0.140646740794182
PID_YVKRST0,0.18811409175396
PID_L8HBCKR,0.000484046729980037
PID_JX5Q5ZN,0.229319393634796
PID_6U76Q1O,0.000469393562525511
PID_MTCOODY,0.0941500663757324
PID_9BM0CXR,0.134272739291191
PID_VXN2GB1,0.000230393328820355
PID_2BM73BF,0.000457156187621877
PID_BD1F7ZA,0.253735154867172
PID_YXA1A0U,0.140135437250137
PID_K1HBT97,0.000565213209483773
PID_OYQ6MIG,0.134804308414459
PID_Z14JLHN,0.116790816187859
PID_DEQCGYH,0.0177577622234821
PID_PYLUPQL,0.000438129325630143
PID_GAZGCRW,0.106537416577339
PID_GTUB014,0.130055800080299
PID_C8UJ6DU,0.149786710739136
PID_MW794WG,0.181880474090576
PID_W0WY3GV,0.15871924161911
PID_3K1GQE6,0.00131818384397775
PID_CUQZ4N7,0.000530336634255946
PID_UI5OCCO,0.0990330874919891
PID_ZF7GS2W,0.145064026117325
PID_WJC5825,0.00048833474284038
PID_SUDCC48,0.00766543997451663
PID_5VG273P,0.437444686889648
PID_76KNLC4,0.0793591812252998
PID_K0LNYBH,0.0812477171421051
PID_S0ASRC7,0.000594671466387808
PID_HX7GXSU,0.00060707499505952
PID_LQGJFET,0.000489387370180339
PID_X56EM2T,0.232377365231514
PID_UE2NFT8,0.169263705611229
PID_WZW0K30,0.180957213044167
PID_BST76I3,0.00042401670361869
PID_6MQIX9J,0.123516216874123
PID_MXG2721,0.0913029685616493
PID_PYSE3OT,0.000708270759787411
PID_BE2F7C4,0.135572254657745
PID_WWVVS0J,0.202968120574951
PID_INWHW9R,0.231512412428856
PID_BMPQLRY,0.134936884045601
PID_95WW8UD,0.000673371425364167
PID_HE0YXUW,0.156520679593086
PID_N6FWO9U,0.000655843236017972
PID_B9R5QPS,0.000235558356507681
PID_2DAQ9WV,0.267326682806015
PID_HE14NEL,0.195562049746513
PID_1AC8KKU,0.161230966448784
PID_T388RFT,0.000504050694871694
PID_87X0GU3,0.13494348526001
PID_BI7MPVT,0.0254918280988932
PID_EOV8LGP,0.000505643314681947
PID_REFE5FX,0.205000311136246
PID_LIW1LNQ,0.154913082718849
PID_8Z0IN8S,0.000561428430955857
PID_UW6CO0S,0.186536803841591
PID_TP5THR6,0.000493774889037013
PID_LUJHJSE,0.000237048501730897
PID_UJTD5WY,0.000664672465063632
PID_LZTGHS9,0.0872887521982193
PID_9KDGXZT,0.185887798666954
PID_179V52S,0.000564473972190172
PID_F5G925Y,0.000411073007853702
PID_6IEUJVA,0.000737093389034271
PID_II2EOE8,0.00892040506005287
PID_YJQL1OK,0.00452130334451795
PID_V4UEB6H,0.00156844430603087
PID_J1DKSK9,0.000509397767018527
PID_X06TUJO,0.222746685147285
PID_CVMRQL4,0.111009903252125
PID_F49S3CM,0.0174829177558422
PID_1FEUDOH,0.00046312905033119
PID_AF0AEZB,0.148043915629387
PID_K819SV2,0.184892266988754
PID_Q7UGIRF,0.0895785242319107
PID_NU8N1Q3,0.12535297870636
PID_7F5D576,0.00147505151107907
PID_R76VAWV,0.000481745490105823
PID_OLKE621,0.00117470533587039
PID_BY27EWF,0.000476137676741928
PID_DVCH42X,0.193494200706482
PID_M14MWY1,0.135263532400131
PID_KPLLTVL,0.133475452661514
PID_RYF85A5,0.00048492694622837
PID_6WVHXWG,0.197385892271996
PID_9YY6RZM,0.130403250455856
PID_88L567F,0.139316335320473
PID_WI2DVU1,0.137384876608849
PID_C0MBUOQ,0.134967371821404
PID_9U0O6W8,0.000540594046469778
PID_EJALUI0,0.0644045472145081
PID_L6GXQVB,0.000507074350025505
PID_1CNPR0N,0.000447777274530381
PID_N2DH9RT,0.000482656236272305
PID_CC53DIZ,0.000471745821414515
PID_44TJKJB,0.171466812491417
PID_AB7TD9B,0.000566055881790817
PID_HD4MVMJ,0.000503658840898424
PID_5EDNQWI,0.000443590368377045
PID_KJP220G,0.225072145462036
PID_SCDZRC5,0.000509397767018527
PID_WRTIMV5,0.000451271305792034
PID_CDCKUE0,0.000896012934390456
PID_KED2730,0.104236900806427
PID_Y4EC1QI,0.140735700726509
PID_IZTRLRT,0.087997630238533
PID_HQ7Y1JA,0.000503658840898424
PID_QHWVNQC,0.000432353612268344
PID_KEJ0FRH,0.187631085515022
PID_85I9V0L,0.000408075022278354
PID_IKP6EB7,0.139545693993568
PID_CHWOIR8,0.000487084180349484
PID_8L1FCF8,0.153004467487335
PID_M8RC0X0,0.000390346831409261
PID_RARG5Z1,0.009632951579988
PID_RW6416O,0.1488116979599
PID_BMJQGRB,0.160959377884865
PID_PUSHT57,0.000483550305943936
PID_YK7GOST,0.000540594046469778
PID_X09YE0V,0.000509069883264601
PID_0SW2XR4,0.00093874818412587
PID_FEDZOU0,0.118561692535877
PID_G5BZ0PJ,0.000565560243558139
PID_DGC651J,0.0849468410015106
PID_83ASJHC,0.256093710660934
PID_06PV1BO,0.000436569651355967
PID_LTECTBU,0.0946310982108116
PID_3IXKAAP,0.159736543893814
PID_VERHHI3,0.169850453734398
PID_9ECBD4C,0.000659692857880145
PID_GYO3R5D,0.000688163912855089
PID_Y080S4I,0.000576894846744835
PID_F6JFGEM,0.000398687145207077
PID_9XLOOBX,0.000984631129540503
PID_5LTVCPQ,0.1292844414711
PID_V86M1P9,0.000381959864171222
PID_727SQM6,0.172963082790375
PID_XFJFIZP,0.0150689827278256
PID_IEEIEN6,0.201451152563095
PID_EJIVB8Y,0.000481745490105823
PID_F18MBRH,0.00046756977098994
PID_GGONQ0L,0.000560780521482229
PID_UM2TH9L,0.22416016459465
PID_NZKHQFU,0.0854851603507996
PID_VGOMA0U,0.163003966212273
PID_WI4A6PV,0.0962178185582161
PID_RP2JN5D,0.000563016510568559
PID_JVKXYD4,0.000414258043747395
PID_8L0GIJ9,0.000490748381707817
PID_GSFP7AI,0.000633911229670048
PID_THSSKCP,0.244554758071899
PID_ET2AZKE,0.00183741957880557
PID_9IZV17E,0.000561920925974846
PID_OB6F355,0.129620373249054
PID_QVISP7B,0.18188251554966
PID_P91EYBW,0.000398574629798532
PID_W72AYJ3,0.0172206833958626
PID_BZLMPKC,0.000661718600895256
PID_VHYH5UO,0.000226996184210293
PID_E4TD3MN,0.000465552671812475
PID_4ZADJA4,0.187753513455391
PID_LUNB3SE,0.000503038230817765
PID_YUF4A9N,0.000483118841657415
PID_BUM50GP,0.103771410882473
PID_O6N6YR4,0.000499002751894295
PID_2ZYTJTK,0.149908900260925
PID_3Q6L9E4,0.000521941168699414
PID_KBITO16,0.273451238870621
PID_EPK1PVZ,0.163814529776573
PID_L0JZ02M,0.272373467683792
PID_D08Q00N,0.000517590553499758
PID_BYL50U5,0.000768448575399816
PID_46232EL,0.22103513777256
PID_9AIKESZ,0.169643372297287
PID_WKC18LZ,0.00064066523918882
