test.id,pred
PID_B1UV558,0.000710108084604144
PID_FJJ719Y,0.173506692051888
PID_8JL8KNC,0.0589218176901341
PID_HW6IRFT,0.184461265802383
PID_78QGJNN,0.000478062283946201
PID_PMPUN3Z,0.134375154972076
PID_XPLW177,0.105643607676029
PID_T34JRAI,0.000451449595857412
PID_4UON3Q9,0.101625926792622
PID_PGV514S,0.181026324629784
PID_QVIEPVB,0.191362902522087
PID_9Q5BCL3,0.269373029470444
PID_IBKC5CM,0.000471311388537288
PID_P03FBCL,0.00148629967588931
PID_6WU2P8X,0.151222333312035
PID_9MRA6QP,0.159755885601044
PID_HNYVZQC,0.00115781661588699
PID_8WOR273,0.167970150709152
PID_3MPJU73,0.000456685345852748
PID_YMNSJX6,0.193140283226967
PID_IDLEPT3,0.000465968914795667
PID_H1PRSH0,0.000680861878208816
PID_T0ICCW3,0.000526955293025821
PID_GUL7A6S,0.180307522416115
PID_RGTLQNX,0.00074752839282155
PID_DXUFC89,0.111366786062717
PID_VVHPH3J,0.176121935248375
PID_QMS6A5C,0.164334937930107
PID_6JA6757,0.000528734060935676
PID_RZT56WM,0.000442062068032101
PID_IV4VB3G,0.145181447267532
PID_WRUW2ZM,0.10786858946085
PID_FNVQ8XQ,0.000442682416178286
PID_9D3YC1L,0.168411865830421
PID_7DD1CKX,0.0923751518130302
PID_QPX8USD,0.000483137031551451
PID_AAR01QI,0.0854752436280251
PID_OTZ1LDS,0.141686633229256
PID_Y492CMU,0.259499073028564
PID_E3FU3T1,0.000679159711580724
PID_WFQ6QEE,0.000499752932228148
PID_JDNR1QL,0.267356216907501
PID_TZDYTQO,0.289887219667435
PID_6A2THRH,0.062651053071022
PID_ZSXH6OZ,0.0727035105228424
PID_FCEAADT,0.168386176228523
PID_QL1TQHL,0.000509025237988681
PID_XN5PH1F,0.0606967955827713
PID_RGCQUJK,0.000548237527254969
PID_ND9ZPR0,0.190004393458366
PID_DNBZNI1,0.0845536515116692
PID_P21UQ4T,0.000462803378468379
PID_LZGREJK,0.000839659478515387
PID_BO99D36,0.000527993019204587
PID_EGYXD3C,0.208280652761459
PID_CX1YOQS,0.000530383607838303
PID_KD3NJ8D,0.00790547765791416
PID_3XTCBV4,0.000490611360874027
PID_MW0NU5U,0.129755228757858
PID_U1TDXKI,0.130416676402092
PID_XF8EGO5,0.0205384623259306
PID_MMYR3TJ,0.133931830525398
PID_L5OUJJR,0.110879614949226
PID_UI4FAM0,0.0791116952896118
PID_D4XSYCW,0.000679159711580724
PID_0NPZHAP,0.000490231032017618
PID_WEG70YZ,0.160500645637512
PID_AKXVJE5,0.0826519951224327
PID_ORZT16O,0.000460779148852453
PID_AMR7I9C,0.00815209187567234
PID_5V6KQOS,0.106361873447895
PID_F7O6VK5,0.00150113936979324
PID_MNWS6ZB,0.000558191735763103
PID_N5OW4EW,0.162642255425453
PID_DN64OL7,0.0885628238320351
PID_F3ATTJ4,0.000526803603861481
PID_7JYQVIC,0.000572186487261206
PID_D5EW1DU,0.00049294182099402
PID_OY9R5HM,0.132650375366211
PID_O5MXG74,0.125136733055115
PID_7YRD92L,0.000546761439181864
PID_ACIJNVT,0.130289390683174
PID_QGL4KLP,0.000621810206212103
PID_FNQ3VPV,0.254291027784348
PID_FTJBQV7,0.179029241204262
PID_DM9K9XN,0.140277341008186
PID_IAMKSXI,0.011729147285223
PID_WI9N920,0.123277127742767
PID_XS48R5J,0.000529579934664071
PID_SW56CWT,0.175800397992134
PID_X8ERBKO,0.058540228754282
PID_HO0X9QZ,0.18191497027874
PID_Q5MTIAD,0.000550935801584274
PID_MGOYXQJ,0.000462605094071478
PID_5NJ3REB,0.000503095739986748
PID_9L19GMY,0.170383647084236
PID_DYNSLXN,0.0982877090573311
PID_JFTUIYQ,0.20156891644001
PID_HK9B5NM,0.146069779992104
PID_A08AW84,0.239390581846237
PID_G2TTJEZ,0.000483336218167096
PID_FEKRE3N,0.000465242133941501
PID_0KXO2KW,0.0329369083046913
PID_NKP98TI,0.206151098012924
PID_Z0TH8XH,0.115576282143593
PID_LB34J5A,0.00059907918330282
PID_8HF7RSY,0.144985482096672
PID_IR36ONJ,0.000722137163393199
PID_NTEI419,0.103702589869499
PID_P8U3DBJ,0.000468009442556649
PID_C4PR1SB,0.000587088987231255
PID_2MH9J0F,0.154659911990166
PID_EDR9TBU,0.000562213710509241
PID_2F89FOA,0.190253868699074
PID_K3UHDFK,0.154497534036636
PID_NEIJYAZ,0.0699428394436836
PID_C660FJS,0.000569648866076022
PID_FOUZEP5,0.0975044965744019
PID_NOGT49Z,0.00621623871847987
PID_GWQHLQG,0.121335662901402
PID_AQRM3J8,0.119090676307678
PID_LFFP8D3,0.000521604437381029
PID_HSJREVF,0.111182197928429
PID_FSWLWYT,0.172699898481369
PID_2EJ1F5A,0.00147922697942704
PID_8ZS31LJ,0.143562644720078
PID_W334VU7,0.000471081875730306
PID_0OQHD8K,0.000438813352957368
PID_JEZ6HZS,0.129445031285286
PID_PO0QRKW,0.363014847040176
PID_XSISE2R,0.00159395090304315
PID_74DSTNM,0.0937044769525528
PID_X4FH2B5,0.113548219203949
PID_FA5D077,0.000557606050278992
PID_I3NV7D1,0.000540478620678186
PID_EKCDBHZ,0.000414333480875939
PID_FCJF2KT,0.0914740189909935
PID_CZP6N1G,0.000596487428992987
PID_Q86VHC9,0.00136000034399331
PID_68556DV,0.000462041905848309
PID_GZ2KLA2,0.0813243687152863
PID_A8R23DL,0.000941272475756705
PID_FQRPGBP,0.144253969192505
PID_DUDD5TQ,0.144285440444946
PID_3OQGROI,0.000495897198561579
PID_EI3DW75,0.138881742954254
PID_31PP41Q,0.183128133416176
PID_XRA0T1E,0.10750400274992
PID_JC5H9K6,0.148723840713501
PID_HD1M174,0.000579516403377056
PID_FT5QEO9,0.154862254858017
PID_QKDD718,0.105073153972626
PID_UAOITD4,0.000453797169029713
PID_4W4E3JL,0.145296558737755
PID_SO68HAU,0.114488162100315
PID_MFMDV4M,0.0922505483031273
PID_62897SC,0.147776514291763
PID_GXVF14V,0.00934886652976274
PID_QPI18ZA,0.105230800807476
PID_LDPSQVF,0.113377682864666
PID_L0UJRNJ,0.000699910218827426
PID_N3XMDJA,0.102420993149281
PID_Q62805M,0.000485514814499766
PID_FFH02H5,0.266308784484863
PID_SSU5QL7,0.000509025237988681
PID_VN92S7N,0.229963436722755
PID_MOFSKRC,0.00052953977137804
PID_HZXG8AH,0.259177148342133
PID_AD5HH7P,0.000926932669244707
PID_U267UZ6,0.000630575988907367
PID_6P9OGAX,0.000597800128161907
PID_M3OBNMK,0.000511947961058468
PID_FKQNRIS,0.203864932060242
PID_1GM8A43,0.000649599125608802
PID_PQFXUDK,0.000416206516092643
PID_NHHQ91S,0.243444204330444
PID_GFKCX5E,0.00065057777101174
PID_PNUDB49,0.186798810958862
PID_0Q27X2P,0.000602056854404509
PID_J4BXK6U,0.000438813352957368
PID_U0UF5DW,0.00796016119420528
PID_KYFWFK9,0.246095895767212
PID_XDQVF6M,0.139083102345467
PID_A1KYTW5,0.000474213535198942
PID_OIUZLRB,0.0927633568644524
PID_1WTWQ9Q,0.00177789642475545
PID_4KPNG99,0.169601768255234
PID_X9ATY1Z,0.000435521360486746
PID_WDUA8KP,0.145895957946777
PID_M5A7GS0,0.150438740849495
PID_IY0K6Q0,0.000493371917400509
PID_O0RMHB2,0.000857336039189249
PID_1E2ZRWD,0.000608181697316468
PID_WVN3AVO,0.0004726248444058
PID_270GC4F,0.0004366424982436
PID_EN33NUQ,0.127752140164375
PID_E5VVSUI,0.206270396709442
PID_IH6Q6BT,0.000472948857350275
PID_KLO8Q5C,0.000495897198561579
PID_O6N7TKN,0.00049294182099402
PID_A8KTV48,0.000717655231710523
PID_F4LLLUU,0.158890247344971
PID_6PFFYHJ,0.173060759902
PID_C8DVMWW,0.0004366424982436
PID_7Y7NNYL,0.156451508402824
PID_80UKTWH,0.214615166187286
PID_Q6067EM,0.000495897198561579
PID_TMOE1IF,0.000422106502810493
PID_BZKUK94,0.119176082313061
PID_XHYO0XJ,0.00711747165769339
PID_HWAH27Y,0.104521676898003
PID_PJXOC2Z,0.000470314611447975
PID_1HMZU3Y,0.0302370153367519
PID_FYZJ9OE,0.0296970494091511
PID_XG1VO4K,0.00787861831486225
PID_LA8ZBTW,0.176382511854172
PID_YKXH49O,0.179818913340569
PID_NABK9NN,0.0999651104211807
PID_9UBMN8Q,0.000579516403377056
PID_R792VPD,0.000468644051579759
PID_I9U7FMH,0.141686633229256
PID_KHVSY13,0.139502093195915
PID_ISLBC43,0.159509778022766
PID_XP51M17,0.000460779148852453
PID_EX4VCV8,0.303486675024033
PID_YS40S7Q,0.170858189463615
PID_33N3BZT,0.0939823091030121
PID_CNG09C5,0.172997549176216
PID_Y9XCSLI,0.00602990016341209
PID_T3H2VON,0.00048137639532797
PID_MQRMCCI,0.123687542974949
PID_MJZTQWS,0.171667367219925
PID_R2ZBIJI,0.000479227775940672
PID_YQ8ICXW,0.000510749639943242
PID_679156Y,0.000648054468911141
PID_R8HVAU8,0.000455998699180782
PID_JT9T77V,0.000622997467871755
PID_BMSPTX3,0.142175316810608
PID_EAQF2NR,0.209965988993645
PID_JOY03RT,0.000462803378468379
PID_7C8AMY8,0.191311091184616
PID_OOP7XA9,0.000453642976935953
PID_VS1ZUCB,0.00430631125345826
PID_0E5JB6U,0.0779202878475189
PID_1WMBUKQ,0.000646333559416235
PID_M8LOGYU,0.000580720952711999
PID_464SRKC,0.000873877550475299
PID_UKWCMOV,0.184258311986923
PID_RDTY0W8,0.121980346739292
PID_1HAMNHD,0.260147035121918
PID_VG8O0CM,0.000818423985037953
PID_KFB58LW,0.160339593887329
PID_JLDR9ZU,0.149657353758812
PID_RFHEO2F,0.0443707555532455
PID_1N7GEC0,0.270356684923172
PID_L3V4J65,0.231441035866737
PID_9O55AZD,0.000576368067413569
PID_ZK9QZIL,0.158674165606499
PID_YJ99E1T,0.154248043894768
PID_F7Y8D32,0.129842132329941
PID_WTEQEG5,0.000454560678917915
PID_ESUVRO1,0.00173946109134704
PID_LGYZCH8,0.000535543891601265
PID_Q3ZINJE,0.000649405410513282
PID_ZSFTC2P,0.000404831778723747
PID_X60P6Q6,0.157153144478798
PID_XIQUK4X,0.110267139971256
PID_4V5B9R7,0.000739178736694157
PID_23ILFY2,0.000638174882624298
PID_SQ83MQQ,0.0990978255867958
PID_OVC4FEL,0.000550780387129635
PID_CYINRTT,0.174055948853493
PID_TA4CU2N,0.180808678269386
PID_KWZ6TZR,0.000498963054269552
PID_3640NS4,0.151866018772125
PID_W42P7N3,0.00056076020700857
PID_56RIUX2,0.159595414996147
PID_M4F6PK1,0.175122737884521
PID_4ZBQ9XX,0.383521646261215
PID_ZICKU2D,0.000587508839089423
PID_ZXSRHHG,0.243182256817818
PID_RGGVAWT,0.0723595172166824
PID_0N8UNAV,0.127896696329117
PID_XDJ437R,0.127699434757233
PID_1PHSFGJ,0.0687248036265373
PID_EDN6GJ8,0.000462041905848309
PID_5RZRUXF,0.188404381275177
PID_PLPINJI,0.000853636011015624
PID_6RA5A2G,0.104559019207954
PID_2YTUBBB,0.124882288277149
PID_5Q2DEL2,0.000792570528574288
PID_RITVWHF,0.237693697214127
PID_NFBA08D,0.15026643872261
PID_IFHVIPR,0.00057546264724806
PID_1BPB717,0.189659714698792
PID_YFT5OTG,0.309531211853027
PID_NW20V8O,0.000470724568003789
PID_HG7F7DX,0.225794449448586
PID_UK8PCZA,0.00058895000256598
PID_6G4M5HJ,0.000941272475756705
PID_EU4QE22,0.132067382335663
PID_Q1TQG8S,0.000446361722424626
PID_ZJFGUE6,0.165134996175766
PID_R42UGA6,0.000546761439181864
PID_949D3YX,0.141686633229256
PID_RKC12BX,0.180373668670654
PID_9824XQJ,0.167274281382561
PID_7O8K9GH,0.000454579771030694
PID_509SKOE,0.000462952768430114
PID_5UJ3Y9Y,0.0901326909661293
PID_88QYWSS,0.000829875760246068
PID_PFB9LVZ,0.211800053715706
PID_81ASIQS,0.000558885221835226
PID_Q66DXUS,0.000630575988907367
PID_NXCMOCO,0.000548237527254969
PID_BHT0E86,0.000657868979033083
PID_X5NJKGZ,0.0916949063539505
PID_YGTH491,0.000529570097569376
PID_75U0WZG,0.000482144474517554
PID_NLEK084,0.000513212638907135
PID_MQGZ6ND,0.11065998673439
PID_KT8N1S6,0.00048137639532797
PID_U3ON4HL,0.00616310955956578
PID_MLZNLUX,0.0943498760461807
PID_JSUA5NK,0.160562291741371
PID_PG80FAD,0.237529471516609
PID_78VI8Y4,0.193702459335327
PID_RBLTY7H,0.184745624661446
PID_KQI1KXP,0.128237023949623
PID_GI0O8LS,0.000467280391603708
PID_1G3P10J,0.000539164524525404
PID_HW49AIW,0.000525677518453449
PID_K0AWPF4,0.123066231608391
PID_UCOMTOP,0.13123083114624
PID_H3PK7N3,0.000501380942296237
PID_V60LS3K,0.00176530133467168
PID_ZD62TA9,0.000668643391691148
PID_3N6VFQ6,0.0256568230688572
PID_J2UUZ50,0.167280092835426
PID_VVKJ9UJ,0.00125831749755889
PID_0QZ6E4P,0.107067473232746
PID_77QWYDE,0.136855214834213
PID_57H6E4A,0.173047438263893
PID_TSX1Y4N,0.175160020589829
PID_4C71IV1,0.116731859743595
PID_P912977,0.109997637569904
PID_JLHD2L5,0.00244811014272273
PID_ABJ548W,0.000513212638907135
PID_2NIJUL8,0.00150237348861992
PID_DKTR0QP,0.150564834475517
PID_46NHKRP,0.231755167245865
PID_SRRI8U9,0.00075223227031529
PID_X5MFHTP,0.119888611137867
PID_6GEU01B,0.07631516456604
PID_UUSTH0R,0.173332557082176
PID_E5RRV13,0.0611190646886826
PID_DR7TJ3K,0.160160884261131
PID_SN7KAI4,0.162384495139122
PID_KYMMBOJ,0.000499752932228148
PID_9U678VR,0.000938068667892367
PID_QLLSXT2,0.000479240115964785
PID_F4RMM61,0.169085472822189
PID_5X8MOQ7,0.000491293205413967
PID_HR56KHW,0.1561109572649
PID_DG8MRRY,0.000568597053643316
PID_H4HKR3C,0.190895140171051
PID_U7MAUSR,0.110150545835495
PID_CSF6Z4Q,0.146988436579704
PID_MKFXMMJ,0.210202619433403
PID_PW35HW9,0.000744347751606256
PID_JZI7EJU,0.000462892290670425
PID_8VY6FK4,0.249940112233162
PID_R7DG9XH,0.000522858870681375
PID_FAMSDM1,0.107975088059902
PID_CRI3E7X,0.125780448317528
PID_T2ODLKC,0.00058895000256598
PID_GVNHZL5,0.363014847040176
PID_BJ2Y43Y,0.124081276357174
PID_OEDVURK,0.000469978287583217
PID_5WLV7EN,0.000857336039189249
PID_PBQHVYX,0.120822824537754
PID_KGSCZ62,0.000490716542117298
PID_Z96F5WS,0.00060506135923788
PID_TMY4MKI,0.000575898273382336
PID_8LM4NUK,0.249858841300011
PID_XTPYU6D,0.00073067843914032
PID_YW900TY,0.000576165388338268
PID_FNHOWL8,0.210314854979515
PID_0JI8OT8,0.209466353058815
PID_5M9HUQQ,0.159529000520706
PID_643XQYG,0.180531039834023
PID_CNFXHUM,0.000728636223357171
PID_7TOI4W8,0.000601815292611718
PID_5BJDHPN,0.101601809263229
PID_BVQIKUY,0.000471311388537288
PID_6BFOE8A,0.151866018772125
PID_1GJOQVX,0.000398934644181281
PID_SW51TF9,0.250561088323593
PID_Y7CH7GY,0.000493177736643702
PID_7T9OSWP,0.0928260907530785
PID_V7X4URI,0.000490251113660634
PID_B7RTLOW,0.201978355646133
PID_DQ0AOO0,0.000485630793264136
PID_LP3FXFI,0.422433406114578
PID_PQ7C2JX,0.195688411593437
PID_OWTU2QB,0.133526638150215
PID_SQQOQJN,0.000470091414172202
PID_MFOXXUZ,0.000548415468074381
PID_QO1ANC5,0.0815929993987083
PID_V8WN825,0.000512238126248121
PID_RVOE3SV,0.157763630151749
PID_VTAJ52I,0.182706475257874
PID_8EAOOW0,0.235849305987358
PID_CQ0420L,0.000658494071103633
PID_V8833HI,0.00044558203080669
PID_COA22VD,0.196299433708191
PID_GF2VJSW,0.123259618878365
PID_FNI5W0S,0.0323222950100899
PID_6J107U3,0.000502661685459316
PID_OU3EGNY,0.000972461013589054
PID_8Z7PTD0,0.0656001046299934
PID_3I1PDBX,0.000660095072817057
PID_CORRUA3,0.000634079216979444
PID_72DS92M,0.000560565444175154
PID_WX2OL14,0.000453232816653326
PID_QCNPRFK,0.167728677392006
PID_Z17QSKU,0.12904167175293
PID_0G3L725,0.000817130843643099
PID_RMAOO47,0.000435521360486746
PID_7YDR4IN,0.194709181785584
PID_2062J3A,0.140905544161797
PID_5F5LXPR,0.303486675024033
PID_RZF2139,0.103597044944763
PID_FJCXLDZ,0.138359695672989
PID_9LB0DR0,0.156234592199326
PID_I21LMJO,0.000557606050278992
PID_CLTG485,0.139379277825356
PID_YVKRST0,0.189659714698792
PID_L8HBCKR,0.000508694211021066
PID_JX5Q5ZN,0.238661661744118
PID_6U76Q1O,0.000454232125775889
PID_MTCOODY,0.0938388556241989
PID_9BM0CXR,0.131900921463966
PID_VXN2GB1,0.000455786648672074
PID_2BM73BF,0.000462612835690379
PID_BD1F7ZA,0.255622953176498
PID_YXA1A0U,0.13555845618248
PID_K1HBT97,0.00059501308714971
PID_OYQ6MIG,0.142265394330025
PID_Z14JLHN,0.115087576210499
PID_DEQCGYH,0.130201160907745
PID_PYLUPQL,0.000435521360486746
PID_GAZGCRW,0.106929063796997
PID_GTUB014,0.136178910732269
PID_C8UJ6DU,0.151397541165352
PID_MW794WG,0.184569954872131
PID_W0WY3GV,0.161641374230385
PID_3K1GQE6,0.00128627906087786
PID_CUQZ4N7,0.000560741231311113
PID_UI5OCCO,0.0988635867834091
PID_ZF7GS2W,0.147548228502274
PID_WJC5825,0.000488745456095785
PID_SUDCC48,0.00738365249708295
PID_5VG273P,0.433861136436462
PID_76KNLC4,0.0826446935534477
PID_K0LNYBH,0.082521915435791
PID_S0ASRC7,0.000607735244557262
PID_HX7GXSU,0.000657868979033083
PID_LQGJFET,0.000497615314088762
PID_X56EM2T,0.23191149532795
PID_UE2NFT8,0.172043576836586
PID_WZW0K30,0.180059641599655
PID_BST76I3,0.000434142508311197
PID_6MQIX9J,0.12305648624897
PID_MXG2721,0.0911179929971695
PID_PYSE3OT,0.000772160303313285
PID_BE2F7C4,0.137927517294884
PID_WWVVS0J,0.204038515686989
PID_INWHW9R,0.238891437649727
PID_BMPQLRY,0.129226624965668
PID_95WW8UD,0.00064449681667611
PID_HE0YXUW,0.156712055206299
PID_N6FWO9U,0.000654923147521913
PID_B9R5QPS,0.000468089507194236
PID_2DAQ9WV,0.267562121152878
PID_HE14NEL,0.199775740504265
PID_1AC8KKU,0.169116154313087
PID_T388RFT,0.000525677518453449
PID_87X0GU3,0.133260041475296
PID_BI7MPVT,0.0255501139909029
PID_EOV8LGP,0.000524383911397308
PID_REFE5FX,0.214015066623688
PID_LIW1LNQ,0.152470603585243
PID_8Z0IN8S,0.000527478638105094
PID_UW6CO0S,0.187771648168564
PID_TP5THR6,0.000482839619508013
PID_LUJHJSE,0.000478339439723641
PID_UJTD5WY,0.000703129626344889
PID_LZTGHS9,0.0837363973259926
PID_9KDGXZT,0.177934482693672
PID_179V52S,0.00059666478773579
PID_F5G925Y,0.000440964853623882
PID_6IEUJVA,0.000832173740491271
PID_II2EOE8,0.00938971992582083
PID_YJQL1OK,0.00447662826627493
PID_V4UEB6H,0.00161314266733825
PID_J1DKSK9,0.000504710827954114
PID_X06TUJO,0.221694454550743
PID_CVMRQL4,0.110530748963356
PID_F49S3CM,0.132244050502777
PID_1FEUDOH,0.000431014108471572
PID_AF0AEZB,0.145399779081345
PID_K819SV2,0.191295176744461
PID_Q7UGIRF,0.090191975235939
PID_NU8N1Q3,0.125952258706093
PID_7F5D576,0.00769575638696551
PID_R76VAWV,0.000470454717287794
PID_OLKE621,0.00118408480193466
PID_BY27EWF,0.000490251113660634
PID_DVCH42X,0.19103130698204
PID_M14MWY1,0.131069228053093
PID_KPLLTVL,0.135999083518982
PID_RYF85A5,0.00051121402066201
PID_6WVHXWG,0.198421314358711
PID_9YY6RZM,0.137093812227249
PID_88L567F,0.136207044124603
PID_WI2DVU1,0.13676230609417
PID_C0MBUOQ,0.138871356844902
PID_9U0O6W8,0.000557606050278992
PID_EJALUI0,0.0520301908254623
PID_L6GXQVB,0.000528734060935676
PID_1CNPR0N,0.000465433957288042
PID_N2DH9RT,0.000501690956298262
PID_CC53DIZ,0.000429476524004713
PID_44TJKJB,0.170948430895805
PID_AB7TD9B,0.00057803193340078
PID_HD4MVMJ,0.000499673129525036
PID_5EDNQWI,0.000473184278234839
PID_KJP220G,0.231122225522995
PID_SCDZRC5,0.000504710827954114
PID_WRTIMV5,0.000462892290670425
PID_CDCKUE0,0.000961426296271384
PID_KED2730,0.10297217965126
PID_Y4EC1QI,0.141178920865059
PID_IZTRLRT,0.0871712565422058
PID_HQ7Y1JA,0.000499673129525036
PID_QHWVNQC,0.000458571856142953
PID_KEJ0FRH,0.19268174469471
PID_85I9V0L,0.000416206516092643
PID_IKP6EB7,0.136204198002815
PID_CHWOIR8,0.000500233087223023
PID_8L1FCF8,0.150614798069
PID_M8RC0X0,0.000396389456000179
PID_RARG5Z1,0.00903161149471998
PID_RW6416O,0.146271198987961
PID_BMJQGRB,0.174416199326515
PID_PUSHT57,0.000494616688229144
PID_YK7GOST,0.000557606050278992
PID_X09YE0V,0.000530082383193076
PID_0SW2XR4,0.00110293738543987
PID_FEDZOU0,0.119186945259571
PID_G5BZ0PJ,0.000559101754333824
PID_DGC651J,0.0857870504260063
PID_83ASJHC,0.257699638605118
PID_06PV1BO,0.0004780552117154
PID_LTECTBU,0.0929013714194298
PID_3IXKAAP,0.15767827630043
PID_VERHHI3,0.162928968667984
PID_9ECBD4C,0.000713603221811354
PID_GYO3R5D,0.000685033213812858
PID_Y080S4I,0.000648733286652714
PID_F6JFGEM,0.000430085347034037
PID_9XLOOBX,0.000988943502306938
PID_5LTVCPQ,0.128215715289116
PID_V86M1P9,0.000418994924984872
PID_727SQM6,0.175182268023491
PID_XFJFIZP,0.122440412640572
PID_IEEIEN6,0.20587170124054
PID_EJIVB8Y,0.000470454717287794
PID_F18MBRH,0.000445063516963273
PID_GGONQ0L,0.000623115687631071
PID_UM2TH9L,0.226276710629463
PID_NZKHQFU,0.083328939974308
PID_VGOMA0U,0.167822673916817
PID_WI4A6PV,0.0900393128395081
PID_RP2JN5D,0.000602197134867311
PID_JVKXYD4,0.00043170785647817
PID_8L0GIJ9,0.000509025237988681
PID_GSFP7AI,0.000642506696749479
PID_THSSKCP,0.25326681137085
PID_ET2AZKE,0.00186366005800664
PID_9IZV17E,0.000569648866076022
PID_OB6F355,0.129588454961777
PID_QVISP7B,0.173729613423347
PID_P91EYBW,0.000411698914831504
PID_W72AYJ3,0.142363369464874
PID_BZLMPKC,0.000650534639135003
PID_VHYH5UO,0.000519012392032892
PID_E4TD3MN,0.000479605980217457
PID_4ZADJA4,0.188865900039673
PID_LUNB3SE,0.000525782001204789
PID_YUF4A9N,0.000507258286233991
PID_BUM50GP,0.101580046117306
PID_O6N6YR4,0.0005156344268471
PID_2ZYTJTK,0.146919801831245
PID_3Q6L9E4,0.000538050953764468
PID_KBITO16,0.272701054811478
PID_EPK1PVZ,0.163195013999939
PID_L0JZ02M,0.272645175457001
PID_D08Q00N,0.000527034164406359
PID_BYL50U5,0.000800579320639372
PID_46232EL,0.218401327729225
PID_9AIKESZ,0.172980353236198
PID_WKC18LZ,0.000680861878208816
PID_X3EP6OQ,0.00310323061421514
